Stkcd,Reptdt,S0301a,,,,,S0302a,S0303a,S0304a,S0305a,S0306a
603859,2018-09-30,赵岚,,,,,23328000 ,1,20.54,未流通股,2
603859,2018-09-30,于胜涛,,,,,12124000 ,1,10.68,未流通股,3
603859,2018-09-30,浙江中科东海创业投资合伙企业(有限合伙),,,,,8500000 ,2,7.49,流通A股,4
603859,2018-09-30,陕西省国际信托股份有限公司,陕国投·能科股份员工持股1号集合资金信托计划,,,,4985557 ,2,4.39,流通A股,5
603859,2018-09-30,康涛,,,,,1411300 ,2,1.24,流通A股,6
603859,2018-09-30,兰立鹏,,,,,1300000 ,1,1.14,未流通股,7
603859,2018-09-30,葛增柱,,,,,1000000 ,2,0.88,未流通股,8
603859,2018-09-30,全国社保基金六零三组合,,,,,671124 ,2,0.59,流通A股,9
603859,2018-09-30,刘勇涛,,,,,651000 ,2,0.57,流通A股,10
603860,2018-09-30,中路高科交通科技集团有限公司,,,,,30832000 ,2,46.24,未流通股,1
603860,2018-09-30,赵怀志,,,,,5000000 ,2,7.5,未流通股,2
603860,2018-09-30,潘玉利,,,,,5000000 ,2,7.5,未流通股,3
603860,2018-09-30,全国社会保障基金理事会转持一户,,,,,1668000 ,2,2.5,未流通股,4
603860,2018-09-30,赵延东,,,,,1275000 ,2,1.91,流通A股,5
603860,2018-09-30,王松根,,,,,705600 ,2,1.06,流通A股,6
603860,2018-09-30,张安德,,,,,635000 ,2,0.95,流通A股,7
603860,2018-09-30,何博,,,,,565000 ,2,0.85,流通A股,8
603860,2018-09-30,梅家华,,,,,425000 ,2,0.64,流通A股,9
603860,2018-09-30,程珊珊,,,,,425000 ,2,0.64,流通A股,10
603861,2018-09-30,胡明森,,,,,72003672 ,2,16.26,未流通股,1
603861,2018-09-30,胡明高,,,,,72003672 ,2,16.26,未流通股,2
603861,2018-09-30,胡明聪,,,,,72003672 ,2,16.26,未流通股,3
603861,2018-09-30,胡明光,,,,,43202203 ,2,9.76,未流通股,4
603861,2018-09-30,深圳市平安创新资本投资有限公司,,,,,40488985 ,2,9.15,流通A股,5
603861,2018-09-30,白云电气集团有限公司,,,,,33640648 ,2,7.6,未流通股,6
603861,2018-09-30,胡合意,,,,,28801469 ,2,6.51,未流通股,7
603861,2018-09-30,深圳市架桥富凯股权投资企业(有限合伙),,,,,1921072 ,2,0.43,流通A股,8
603861,2018-09-30,朱满棠,,,,,1058300 ,2,0.24,流通A股,9
603861,2018-09-30,张凤珍,,,,,1030102 ,2,0.23,流通A股,10
603866,2018-09-30,吴学群,,,,,117491264 ,1,24.96,未流通股,1
603866,2018-09-30,吴志刚,,,,,80355899 ,1,17.07,未流通股,2
603866,2018-09-30,吴学亮,,,,,71513869 ,2,15.2,未流通股,3
603866,2018-09-30,盛雅莉,,,,,51112169 ,1,10.86,未流通股,4
603866,2018-09-30,吴学东,,,,,29978392 ,2,6.37,未流通股,5
603866,2018-09-30,盛利,,,,,14214992 ,1,3.02,未流通股,6
603866,2018-09-30,盛雅萍,,,,,12520270 ,1,2.66,未流通股,7
603866,2018-09-30,盛龙,,,,,12513797 ,1,2.66,"未流通股,流通A股",8
603866,2018-09-30,泰康人寿保险有限责任公司,投连,创新动力,,,10302811 ,2,2.19,"未流通股,流通A股",9
603866,2018-09-30,中国证券金融股份有限公司,,,,,3456084 ,2,0.73,流通A股,10
603868,2018-09-30,上海飞科投资有限公司,,,,,352800000 ,2,80.99,未流通股,1
603868,2018-09-30,李丐腾,,,,,39200000 ,2,9,未流通股,2
603868,2018-09-30,富达基金(香港)有限公司,客户资金,,,,6140809 ,2,1.41,流通A股,3
603868,2018-09-30,香港中央结算有限公司,,,,,4293030 ,2,0.99,流通A股,4
603868,2018-09-30,中泰证券股份有限公司,,,,,2697236 ,2,0.62,流通A股,5
603868,2018-09-30,国都证券股份有限公司,,,,,1276029 ,2,0.29,流通A股,6
603868,2018-09-30,招商证券股份有限公司,,,,,812459 ,2,0.19,流通A股,7
603868,2018-09-30,太平资管,建设银行,太平之星安心1号资管产品,,,789827 ,2,0.18,流通A股,8
603868,2018-09-30,景顺长城,中国银行,平安人寿,平安人寿委托投资1号资产管理计划,,699965 ,2,0.16,流通A股,9
603868,2018-09-30,中国工商银行,南方绩优成长股票型证券投资基金,,,,596673 ,2,0.14,流通A股,10
603869,2018-09-30,新奥能源供应链有限公司,,,,,121959360 ,1,34.96,流通A股,1
603869,2018-09-30,张滔,,,,,35861974 ,1,10.28,"未流通股,流通A股",2
603869,2018-09-30,北京亿恩锐投资中心(有限合伙),,,,,21407760 ,2,6.14,流通A股,3
603869,2018-09-30,博康控股集团有限公司,,,,,15840560 ,1,4.54,"未流通股,流通A股",4
603869,2018-09-30,宿迁新毅德辉投资管理中心(有限合伙),,,,,15007503 ,1,4.3,未流通股,5
603869,2018-09-30,新奥资本管理有限公司,,,,,12873409 ,2,3.69,未流通股,6
603869,2018-09-30,新奥控股投资有限公司,,,,,10005002 ,1,2.87,未流通股,7
603869,2018-09-30,万丰锦源控股集团有限公司,,,,,8109000 ,2,2.32,流通A股,8
603869,2018-09-30,上海复星创富股权投资基金合伙企业(有限合伙),,,,,5149626 ,2,1.48,流通A股,9
603869,2018-09-30,上海翼丰投资管理有限公司,翼丰长期投资1号私募基金,,,,3627682 ,2,1.04,流通A股,10
603871,2018-09-30,嘉信益(天津)资产管理合伙企业(有限合伙),,,,,42000000 ,2,37.5,未流通股,1
603871,2018-09-30,韩景华,,,,,24895570 ,2,22.23,未流通股,2
603871,2018-09-30,孟联,,,,,12904430 ,2,11.52,未流通股,3
603871,2018-09-30,武子彬,,,,,840000 ,2,0.75,未流通股,4
603871,2018-09-30,王本利,,,,,840000 ,2,0.75,未流通股,5
603871,2018-09-30,侯润平,,,,,840000 ,2,0.75,未流通股,6
603871,2018-09-30,白玉,,,,,840000 ,2,0.75,未流通股,7
603871,2018-09-30,唐世伦,,,,,840000 ,2,0.75,未流通股,8
603871,2018-09-30,樊雷刚,,,,,328400 ,2,0.29,流通A股,9
603871,2018-09-30,陈海涛,,,,,250740 ,2,0.22,流通A股,10
603876,2018-09-30,杭州鼎胜实业集团有限公司,,,,,138704300 ,2,32.26,未流通股,1
603876,2018-09-30,北京普润平方股权投资中心(有限合伙),,,,,66880000 ,2,15.55,未流通股,2
603876,2018-09-30,周贤海,,,,,48424000 ,2,11.26,未流通股,3
603876,2018-09-30,杭州陆金澈投资合伙企业(有限合伙),,,,,28000000 ,1,6.51,未流通股,4
603876,2018-09-30,北京普润平方壹号股权投资中心(有限合伙),,,,,26700000 ,2,6.21,未流通股,5
603876,2018-09-30,江苏沿海产业投资基金(有限合伙),,,,,18900000 ,2,4.4,未流通股,6
603876,2018-09-30,金石投资有限公司,,,,,8736700 ,2,2.03,未流通股,7
603876,2018-09-30,王小丽,,,,,6600000 ,2,1.53,未流通股,8
603876,2018-09-30,德华创业投资有限公司,,,,,5000000 ,2,1.16,未流通股,9
603876,2018-09-30,浙江浙商产融资产管理有限公司,,,,,4200000 ,2,0.98,未流通股,10
603877,2018-09-30,太平鸟集团有限公司,,,,,229362000 ,2,47.69,未流通股,1
603877,2018-09-30,PROVEN SUCCESS INVESTMENTS LIMITED,,,,,52500000 ,2,10.92,流通A股,2
603877,2018-09-30,陈红朝,,,,,49195500 ,2,10.23,流通A股,3
603877,2018-09-30,宁波泛美投资管理有限公司,,,,,42168000 ,2,8.77,流通A股,4
603877,2018-09-30,宁波禾乐投资股份有限公司,,,,,40488000 ,1,8.42,未流通股,5
603877,2018-09-30,翁江宏,,,,,6491400 ,2,1.35,"未流通股,流通A股",6
603877,2018-09-30,全国社保基金四一三组合,,,,,3000040 ,2,0.62,流通A股,7
603877,2018-09-30,全国社保基金四一四组合,,,,,1705249 ,2,0.35,流通A股,8
603877,2018-09-30,张江平,,,,,1332200 ,2,0.28,流通A股,9
603877,2018-09-30,香港中央结算有限公司,,,,,1303918 ,2,0.27,流通A股,10
603878,2018-09-30,朱国良,,,,,32991083 ,2,16.14,未流通股,1
603878,2018-09-30,朱琦,,,,,27152285 ,2,13.28,未流通股,2
603878,2018-09-30,建银资源久鑫(天津)股权投资有限公司,,,,,26785300 ,2,13.1,流通A股,3
603878,2018-09-30,徐玉妹,,,,,12680550 ,1,6.2,未流通股,4
603878,2018-09-30,常州富盈投资有限公司,,,,,11082074 ,1,5.42,未流通股,5
603878,2018-09-30,江新明,,,,,4696500 ,1,2.3,未流通股,6
603878,2018-09-30,沈卫强,,,,,4545000 ,2,2.22,未流通股,7
603878,2018-09-30,顾坚勤,,,,,4545000 ,2,2.22,未流通股,8
603878,2018-09-30,陆海峰,,,,,3166502 ,1,1.55,未流通股,9
603878,2018-09-30,罗伟,,,,,2478000 ,2,1.21,流通A股,10
603879,2018-09-30,傅文昌,,,,,30000000 ,1,20.83,未流通股,1
603879,2018-09-30,陈志山,,,,,24910000 ,1,17.3,流通A股,2
603879,2018-09-30,付文英,,,,,10500000 ,2,7.29,未流通股,3
603879,2018-09-30,王庆仁,,,,,9100000 ,1,6.32,未流通股,4
603879,2018-09-30,付水法,,,,,6400000 ,1,4.44,未流通股,5
603879,2018-09-30,平潭上润创业投资合伙企业(有限合伙),,,,,6000000 ,2,4.17,流通A股,6
603879,2018-09-30,付秀珍,,,,,5600000 ,2,3.89,未流通股,7
603879,2018-09-30,骆洪宇,,,,,3500000 ,2,2.43,流通A股,8
603879,2018-09-30,黄晓栋,,,,,2934300 ,2,2.04,流通A股,9
603879,2018-09-30,骆瑞堂,,,,,2100000 ,2,1.46,流通A股,10
603880,2018-09-30,李平,,,,,57817500 ,1,44.48,未流通股,1
603880,2018-09-30,苏州蓝盈创业投资合伙企业(有限合伙),,,,,11700000 ,2,9,流通A股,2
603880,2018-09-30,徐东,,,,,9750000 ,1,7.5,流通A股,3
603880,2018-09-30,王顺华,,,,,4875000 ,2,3.75,流通A股,4
603880,2018-09-30,李永中,,,,,4387500 ,2,3.38,未流通股,5
603880,2018-09-30,李永平,,,,,4387500 ,1,3.38,未流通股,6
603880,2018-09-30,苏州盛泉万泽创业投资合伙企业(有限合伙),,,,,1625000 ,2,1.25,流通A股,7
603880,2018-09-30,李菲,,,,,780000 ,2,0.6,流通A股,8
603880,2018-09-30,张靖,,,,,403700 ,2,0.31,流通A股,9
603880,2018-09-30,陈瑜,,,,,339080 ,2,0.26,流通A股,10
603881,2018-09-30,上海市北高新(集团)有限公司,,,,,77476950 ,2,36.79,未流通股,1
603881,2018-09-30,上海钥信信息技术合伙企业(有限合伙),,,,,46826881 ,1,22.24,流通A股,2
603881,2018-09-30,上海复鑫股权投资基金合伙企业(有限合伙),,,,,9918381 ,2,4.71,流通A股,3
603881,2018-09-30,上海丰煜投资有限公司,丰煜稳盈7号私募投资基金,,,,5987430 ,3,2.84,流通A股,4
603881,2018-09-30,全国社会保障基金理事会转持一户,,,,,5265000 ,3,2.5,流通A股,5
603881,2018-09-30,上海燕麦数据信息科技中心(有限合伙),,,,,2700000 ,3,1.28,流通A股,6
603881,2018-09-30,苏州国发恒富创业投资企业(有限合伙),,,,,2222906 ,3,1.06,流通A股,7
603881,2018-09-30,中国工商银行股份有限公司,上证上海改革发展主题交易型开放式指数发起式证券投资基金,,,,1223654 ,3,0.58,流通A股,8
603881,2018-09-30,中国工商银行股份有限公司,中证上海国企交易型开放式指数证券投资基金,,,,774300 ,3,0.37,流通A股,9
603881,2018-09-30,陶海军,,,,,612000 ,3,0.29,流通A股,10
603882,2018-09-30,梁耀铭,,,,,71068209 ,1,15.52,未流通股,1
603882,2018-09-30,国开博裕一期(上海)股权投资合伙企业(有限合伙),,,,,66127278 ,2,14.44,流通A股,2
603882,2018-09-30,国创开元股权投资基金(有限合伙),,,,,56869396 ,2,12.42,流通A股,3
603882,2018-09-30,天津君睿祺股权投资合伙企业(有限合伙),,,,,41718950 ,2,9.11,流通A股,4
603882,2018-09-30,广州市鑫镘域投资管理合伙企业(有限合伙),,,,,36042650 ,2,7.87,未流通股,5
603882,2018-09-30,广州市圣铂域投资管理合伙企业(有限合伙),,,,,24346350 ,2,5.32,未流通股,6
603882,2018-09-30,广州市圣域钫投资管理企业(有限合伙),,,,,21000000 ,2,4.59,未流通股,7
603882,2018-09-30,广州市锐致投资管理合伙企业(有限合伙),,,,,18788000 ,2,4.1,未流通股,8
603882,2018-09-30,上海辰德惟敬投资中心(有限合伙),,,,,13225595 ,2,2.89,流通A股,9
603882,2018-09-30,西藏林芝鼎方源投资顾问有限公司,,,,,11768184 ,2,2.57,流通A股,10
603883,2018-09-30,湖南老百姓医药投资管理有限公司,,,,,99180844 ,1,34.81,"未流通股,流通A股",1
603883,2018-09-30,泽星投资有限公司,,,,,86800355 ,2,30.46,流通A股,2
603883,2018-09-30,陈秀兰,,,,,6733600 ,1,2.36,流通A股,3
603883,2018-09-30,交通银行股份有限公司,国泰金鹰增长灵活配置混合型证券投资基金,,,,6492073 ,2,2.28,流通A股,4
603883,2018-09-30,石展,,,,,5315633 ,2,1.87,流通A股,5
603883,2018-09-30,中国建设银行股份有限公司,国泰价值经典灵活配置混合型证券投资基金(LOF),,,,4834821 ,2,1.7,流通A股,6
603883,2018-09-30,中国邮政储蓄银行有限责任公司,中欧中小盘股票型证券投资基金,,,,3325462 ,2,1.17,流通A股,7
603883,2018-09-30,中国建设银行股份有限公司,华商盛世成长混合型证券投资基金,,,,2530000 ,2,0.89,流通A股,8
603883,2018-09-30,中国工商银行股份有限公司,泓德远见回报混合型证券投资基金,,,,2373510 ,2,0.83,流通A股,9
603883,2018-09-30,中国建设银行股份有限公司,国泰互联网+股票型证券投资基金,,,,2040403 ,2,0.72,流通A股,10
603885,2018-09-30,上海均瑶(集团)有限公司,,,,,1134291200 ,1,63.12,流通A股,1
603885,2018-09-30,王均豪,,,,,77280000 ,2,4.3,流通A股,2
603885,2018-09-30,上海均瑶航空投资有限公司,,,,,48428800 ,2,2.69,流通A股,3
603885,2018-09-30,青岛城投金融控股集团有限公司,,,,,21871165 ,2,1.22,流通A股,5
603885,2018-09-30,宋琳,,,,,13382300 ,2,0.74,流通A股,6
603885,2018-09-30,中国银行股份有限公司,景顺长城优选混合型证券投资基金,,,,12336477 ,2,0.69,流通A股,7
603885,2018-09-30,全国社保基金五零一组合,,,,,12269939 ,2,0.68,流通A股,8
603885,2018-09-30,孙洁,,,,,12176000 ,2,0.68,流通A股,9
603885,2018-09-30,天安人寿保险股份有限公司,传统产品,,,,10935582 ,2,0.61,流通A股,10
603885,2018-09-30,大众交通(集团)股份有限公司,,,,,23160200 ,2,1.29,流通A股,4
603886,2018-09-30,元祖国际有限公司,,,,,118791000 ,2,49.5,未流通股,1
603886,2018-09-30,卓傲国际有限公司,,,,,29610080 ,2,12.34,流通A股,2
603886,2018-09-30,元祖联合国际有限公司,,,,,25354847 ,2,10.56,流通A股,3
603886,2018-09-30,中国平安财产保险股份有限公司,传统,普通保险产品,,,2006089 ,2,0.84,流通A股,4
603886,2018-09-30,中国工商银行,广发聚富开放式证券投资基金,,,,1533740 ,2,0.64,流通A股,5
603886,2018-09-30,中国建设银行股份有限公司,安信价值精选股票型证券投资基金,,,,1470600 ,2,0.61,流通A股,6
603886,2018-09-30,中国银行股份有限公司,广发优企精选灵活配置混合型证券投资基金,,,,1299867 ,2,0.54,流通A股,7
603886,2018-09-30,陈惠红,,,,,1024300 ,2,0.43,流通A股,8
603886,2018-09-30,狄德康,,,,,759200 ,2,0.32,流通A股,10
603886,2018-09-30,常士杉,,,,,835300 ,2,0.35,流通A股,9
603887,2018-09-30,谢晓东,,,,,45145240 ,1,31.31,未流通股,1
603887,2018-09-30,卢静芳,,,,,11286240 ,1,7.83,未流通股,2
603887,2018-09-30,余艇,,,,,9622060 ,2,6.67,流通A股,3
603887,2018-09-30,上海西上海投资发展有限公司,,,,,9380000 ,2,6.5,流通A股,4
603887,2018-09-30,昆山驰望股权投资管理企业(有限合伙),,,,,5018440 ,1,3.48,流通A股,5
603887,2018-09-30,刘国锋,,,,,3668700 ,1,2.54,流通A股,6
603887,2018-09-30,宋亚会,,,,,2478700 ,2,1.72,流通A股,7
603887,2018-09-30,谢曙东,,,,,2429280 ,1,1.68,流通A股,8
603887,2018-09-30,邹俊明,,,,,1672640 ,1,1.16,流通A股,9
603887,2018-09-30,宋建如,,,,,812280 ,2,0.56,流通A股,10
603888,2018-09-30,新华通讯社,,,,,310302420 ,2,59.79,未流通股,1
603888,2018-09-30,全国社会保障基金理事会转持一户,,,,,12847925 ,2,2.48,"未流通股,流通A股",2
603888,2018-09-30,中国新闻发展深圳有限公司,,,,,11288890 ,2,2.18,未流通股,3
603888,2018-09-30,中国经济信息社有限公司,,,,,9549290 ,2,1.84,未流通股,4
603888,2018-09-30,广东南方报业传媒集团有限公司,,,,,7525928 ,2,1.45,流通A股,5
603888,2018-09-30,中国联合网络通信集团有限公司,,,,,7525927 ,2,1.45,流通A股,6
603888,2018-09-30,陈惠忠,,,,,5879223 ,3,1.13,流通A股,7
603888,2018-09-30,中国文化产业投资基金(有限合伙),,,,,4839473 ,2,0.93,流通A股,8
603888,2018-09-30,云南国际信托有限公司,聚信5号集合资金信托计划,,,,4348913 ,3,0.84,流通A股,9
603888,2018-09-30,中国国际金融股份有限公司,,,,,4246083 ,2,0.82,流通A股,10
603889,2018-09-30,浙江新澳实业有限公司,,,,,122400000 ,2,31.09,流通A股,1
603889,2018-09-30,沈建华,,,,,57072850 ,2,14.5,流通A股,2
603889,2018-09-30,陕西省国际信托股份有限公司,陕国投·庆元39号定向投资集合资金信托计划,,,,13835511 ,2,3.51,流通A股,3
603889,2018-09-30,吴立,,,,,11096755 ,2,2.82,流通A股,4
603889,2018-09-30,中国建设银行股份有限公司,银华鑫锐定增灵活配置混合型证券投资基金,,,,8070714 ,2,2.05,流通A股,5
603889,2018-09-30,沈学强,,,,,7713053 ,2,1.96,流通A股,6
603889,2018-09-30,中广核财务有限责任公司,,,,,7686395 ,2,1.95,流通A股,7
603889,2018-09-30,贾伟平,,,,,6917855 ,1,1.76,流通A股,8
603889,2018-09-30,朱惠林,,,,,4728250 ,2,1.2,流通A股,9
603889,2018-09-30,中信银行股份有限公司,九泰锐益定增灵活配置混合型证券投资基金,,,,4611837 ,2,1.17,流通A股,10
603890,2018-09-30,薛革文,,,,,84378000 ,1,43.99,未流通股,1
603890,2018-09-30,上海瑞司红投资管理有限公司,海宁春秋投资合伙企业(有限合伙),,,,14000000 ,2,7.3,未流通股,2
603890,2018-09-30,薛赛琴,,,,,10640000 ,2,5.55,未流通股,3
603890,2018-09-30,蔡刚波,,,,,4760000 ,1,2.48,未流通股,4
603890,2018-09-30,东证昭德(上海)投资中心(有限合伙),,,,,4200000 ,2,2.19,未流通股,5
603890,2018-09-30,杭州禾优投资管理合伙企业(有限合伙),,,,,3486000 ,2,1.82,未流通股,6
603890,2018-09-30,上海力鼎投资管理有限公司,,,,,3360000 ,2,1.75,未流通股,7
603890,2018-09-30,上海安贯投资合伙企业(有限合伙),,,,,3080000 ,2,1.61,未流通股,8
603890,2018-09-30,桐庐浙富桐君股权投资基金合伙企业(有限合伙),,,,,2100000 ,2,1.09,未流通股,9
603890,2018-09-30,张振杰,,,,,2086000 ,2,1.09,未流通股,10
603895,2018-09-30,上海茗嘉投资有限公司,,,,,67385220 ,2,62.35,未流通股,1
603895,2018-09-30,上海荣永投资管理合伙企业(有限合伙),,,,,7927640 ,2,7.33,未流通股,2
603895,2018-09-30,陈丽红,,,,,3963820 ,2,3.67,未流通股,3
603895,2018-09-30,陈还其,,,,,1783320 ,2,1.65,未流通股,4
603895,2018-09-30,王秋入,,,,,396300 ,3,0.37,流通A股,5
603895,2018-09-30,孙启凯,,,,,300000 ,3,0.28,流通A股,6
603895,2018-09-30,香港中央结算有限公司,,,,,222840 ,3,0.21,流通A股,7
603895,2018-09-30,宋佳,,,,,180180 ,3,0.17,流通A股,8
603895,2018-09-30,沈长松,,,,,135240 ,3,0.13,流通A股,9
603895,2018-09-30,叶国伟,,,,,133400 ,3,0.12,流通A股,10
603896,2018-09-30,浙江寿仙谷投资管理有限公司,,,,,57964030 ,2,40.44,未流通股,1
603896,2018-09-30,李振皓,,,,,11570500 ,2,8.07,未流通股,2
603896,2018-09-30,郑化先,,,,,5900500 ,2,4.12,"未流通股,流通A股",3
603896,2018-09-30,李振宇,,,,,3933970 ,2,2.74,未流通股,4
603896,2018-09-30,叶世萍,,,,,3362447 ,2,2.35,流通A股,5
603896,2018-09-30,谢华宝,,,,,2935000 ,2,2.05,流通A股,6
603896,2018-09-30,孙树林,,,,,2889000 ,2,2.02,流通A股,7
603896,2018-09-30,王瑛,,,,,2707500 ,2,1.89,未流通股,8
603896,2018-09-30,李建淼,,,,,2480700 ,2,1.73,未流通股,9
603896,2018-09-30,孙惠刚,,,,,2028100 ,2,1.41,流通A股,10
603897,2018-09-30,浙江长城电子科技集团有限公司,,,,,81745200 ,2,45.82,未流通股,1
603897,2018-09-30,顾林祥,,,,,40758100 ,2,22.85,未流通股,2
603897,2018-09-30,永兴达实业有限公司,,,,,4000000 ,2,2.24,未流通股,3
603897,2018-09-30,周志江,,,,,2666700 ,2,1.49,未流通股,4
603897,2018-09-30,湖州智汇投资咨询有限公司,,,,,2350000 ,2,1.32,未流通股,5
603897,2018-09-30,许红,,,,,1333300 ,2,0.75,未流通股,6
603897,2018-09-30,郑杰英,,,,,466700 ,2,0.26,未流通股,7
603897,2018-09-30,洪素华,,,,,390000 ,3,0.22,流通A股,8
603897,2018-09-30,顾林荣,,,,,360000 ,2,0.2,未流通股,9
603897,2018-09-30,汤锦东,,,,,331100 ,3,0.19,流通A股,10
603898,2018-09-30,沈汉标,,,,,127121300 ,1,39.69,"未流通股,流通A股",1
603898,2018-09-30,王妙玉,,,,,80766000 ,2,25.22,未流通股,2
603898,2018-09-30,詹缅阳,,,,,6328272 ,1,1.98,流通A股,3
603898,2018-09-30,山东省国有资产投资控股有限公司,,,,,4694269 ,2,1.47,流通A股,4
603898,2018-09-30,交通银行,华夏蓝筹核心混合型证券投资基金(LOF),,,,4656186 ,2,1.45,流通A股,5
603898,2018-09-30,青岛国信资本投资有限公司,,,,,4436557 ,2,1.39,流通A股,6
603898,2018-09-30,朱钢,,,,,3880386 ,2,1.21,流通A股,7
603898,2018-09-30,建投拓安(安徽)股权投资管理有限公司,中德制造业(安徽)投资基金(有限合伙),,,,3549245 ,2,1.11,流通A股,8
603898,2018-09-30,中国银行股份有限公司,上投摩根核心成长股票型证券投资基金,,,,3367182 ,2,1.05,流通A股,9
603898,2018-09-30,周懿,,,,,3025625 ,1,0.94,"未流通股,流通A股",10
603899,2018-09-30,晨光控股(集团)有限公司,,,,,536000000 ,2,58.26,流通A股,1
603899,2018-09-30,上海科迎投资管理事务所(有限合伙),,,,,31200000 ,2,3.39,流通A股,2
603899,2018-09-30,上海杰葵投资管理事务所(有限合伙),,,,,30800000 ,2,3.35,流通A股,3
603899,2018-09-30,陈湖雄,,,,,30400000 ,2,3.3,流通A股,4
603899,2018-09-30,陈湖文,,,,,30400000 ,2,3.3,流通A股,5
603899,2018-09-30,陈雪玲,,,,,19200000 ,2,2.09,流通A股,6
603899,2018-09-30,交通银行股份有限公司,国泰金鹰增长灵活配置混合型证券投资基金,,,,10000039 ,3,1.09,流通A股,7
603899,2018-09-30,中国工商银行股份有限公司,景顺长城新兴成长混合型证券投资基金,,,,8941423 ,3,0.97,流通A股,8
603899,2018-09-30,中国银行股份有限公司,景顺长城鼎益混合型证券投资基金(LOF),,,,8884604 ,3,0.97,流通A股,9
603899,2018-09-30,中央汇金资产管理有限责任公司,,,,,8539200 ,3,0.93,流通A股,10
603900,2018-09-30,沈东军,,,,,104475000 ,1,30.69,未流通股,1
603900,2018-09-30,马峻,,,,,85575000 ,2,25.13,未流通股,2
603900,2018-09-30,EUROSTAR DIAMONDS INTERNATIONAL S.A.,,,,,24705940 ,1,7.26,未流通股,3
603900,2018-09-30,蔄毅泽,,,,,18900000 ,2,5.55,未流通股,4
603900,2018-09-30,EURO DIAMOND(HK) LIMITED,,,,,12352900 ,1,3.63,未流通股,5
603900,2018-09-30,南京传世美璟投资管理有限公司,,,,,7428400 ,2,2.18,未流通股,6
603900,2018-09-30,中国银行,嘉实成长收益型证券投资基金,,,,6403215 ,3,1.88,流通A股,7
603900,2018-09-30,中国农业银行股份有限公司,嘉实领先成长混合型证券投资基金,,,,3365553 ,3,0.99,流通A股,8
603900,2018-09-30,英大泰和人寿保险股份有限公司,传统保险产品,,,,2369417 ,3,0.7,流通A股,9
603900,2018-09-30,王芳,,,,,1918140 ,3,0.56,未流通股,10
603901,2018-09-30,吕婕,,,,,171600000 ,2,39.05,未流通股,1
603901,2018-09-30,罗邦毅,,,,,44680000 ,1,10.17,"未流通股,流通A股",2
603901,2018-09-30,杭州康创投资有限公司,,,,,27233700 ,1,6.2,流通A股,3
603901,2018-09-30,林天翼,,,,,18703241 ,2,4.26,未流通股,4
603901,2018-09-30,诺德基金,招商银行,诺德基金千金111号特定客户资产管理计划,,,12468827 ,2,2.84,未流通股,5
603901,2018-09-30,马文奇,,,,,9600000 ,2,2.18,流通A股,6
603901,2018-09-30,诺德基金,招商银行,诺德基金千金134号特定客户资产管理计划,,,8216958 ,2,1.87,未流通股,7
603901,2018-09-30,杭州永创智能设备股份有限公司,第1期员工持股计划,,,,4811622 ,2,1.1,流通A股,8
603901,2018-09-30,陈金才,,,,,4550000 ,2,1.04,流通A股,9
603901,2018-09-30,侯晓群,,,,,1223176 ,2,0.28,流通A股,10
603903,2018-09-30,中持(北京)环保发展有限公司,,,,,25171712 ,1,24.36,"未流通股,流通A股",1
603903,2018-09-30,启明创富投资有限公司,,,,,8200000 ,2,7.94,流通A股,2
603903,2018-09-30,苏州纪源科星股权投资合伙企业(有限合伙),,,,,7113750 ,2,6.88,流通A股,3
603903,2018-09-30,SCC VENTURE 2010(HK)LIMITED,,,,,4966700 ,2,4.81,流通A股,4
603903,2018-09-30,许国栋,,,,,4500000 ,2,4.35,未流通股,5
603903,2018-09-30,上海联新二期股权投资中心(有限合伙),,,,,4016374 ,3,3.89,流通A股,6
603903,2018-09-30,苏州启明创智股权投资合伙企业(有限合伙),,,,,2648750 ,3,2.56,流通A股,7
603903,2018-09-30,邵凯,,,,,1800000 ,3,1.74,流通A股,8
603903,2018-09-30,启明亚洲投资有限公司,,,,,1768825 ,3,1.71,流通A股,9
603903,2018-09-30,北极光早期创业投资企业,,,,,1369277 ,3,1.33,流通A股,10
603906,2018-09-30,石俊峰,,,,,126584640 ,1,49.82,未流通股,1
603906,2018-09-30,建投嘉驰(上海)投资有限公司,,,,,24685440 ,2,9.72,流通A股,2
603906,2018-09-30,南京贝利投资中心(有限合伙),,,,,15631200 ,2,6.15,未流通股,3
603906,2018-09-30,朱香兰,,,,,14058720 ,2,5.53,未流通股,4
603906,2018-09-30,全国社会保障基金理事会转持一户,,,,,6240000 ,3,2.46,流通A股,5
603906,2018-09-30,曾德生,,,,,1320000 ,3,0.52,流通A股,6
603906,2018-09-30,于宪叶,,,,,570446 ,3,0.22,流通A股,7
603906,2018-09-30,徐溢,,,,,370000 ,3,0.15,流通A股,8
603906,2018-09-30,吕振亚,,,,,336000 ,2,0.13,未流通股,9
603906,2018-09-30,欧阳志平,,,,,335385 ,3,0.13,流通A股,10
603908,2018-09-30,宁波大牧投资有限公司,,,,,35440853 ,1,53.14,未流通股,1
603908,2018-09-30,浙江嘉拓投资管理有限公司,,,,,8199842 ,1,12.3,未流通股,2
603908,2018-09-30,深圳市创新投资集团有限公司,,,,,2453350 ,2,3.68,流通A股,3
603908,2018-09-30,浙江红土创业投资有限公司,,,,,1303650 ,2,1.95,流通A股,4
