ListedCoID,SecurityID,Symbol,ShortName,EndDate,IndustryName,IndustryCode,RegisterAddress,OfficeAddress,Zipcode,Secretary,SecretaryTel,SecretaryFax,SecretaryEmail,SecurityConsultant,SocialCreditCode,Lng,Lat,ISIN,FullName,LegalRepresentative,EstablishDate,Crcd,RegisterCapital
106461,2.01E+11,600591,上海航空,2007/12/31,航空运输业,G56,上海市浦东国际机场内机场大道100号,上海市江宁路212号,200041,徐骏民,021-62552072,021-62728870,ir@shanghai-air.com,徐骏民,,121.4548706,31.23149019,CNE000001CQ6,上海航空股份有限公司,周赤,2000/11/1 0:00,,1081500000
106462,2.01E+11,600592,龙溪股份,2007/12/31,通用设备制造业,C34,福建省漳州市延安北路,福建省漳州市延安北路,363000,曾凡沛,0596-2072091,0596-2072136,zeng@ls.com.cn,陈敏娜,,117.655106,24.51501401,CNE000001C24,福建龙溪轴承(集团)股份有限公司,陈福胜,1997/12/24 0:00,,150000000
106274,2.01E+11,600593,大连圣亚,2007/12/31,商务服务业,L72,中国辽宁省大连市沙河口区中山路608-6-8,中国辽宁省大连市沙河口区中山路608-6-8,116023,肖峰,0411-84685225,0411-84685217,xf@sunaisa.com,孙宇,,121.5710625,38.87966515,CNE000001BV8,大连圣亚旅游控股股份有限公司,张光臣,1993/12/31 0:00,,92000000
106275,2.01E+11,600594,益佰制药,2007/12/31,医药制造业,C27,贵州省贵阳市白云大道220-1号,贵州省贵阳市白云大道220-1号,550008,叶湘武,0851-4705590-8223,0851-4719910,600594@gz100.cn,欧阳艳丽,,106.6647629,26.58283053,CNE000001H03,贵州益佰制药股份有限公司,叶湘武,2000/11/28 0:00,,180900000
106291,2.01E+11,600595,中孚实业,2007/12/31,有色金属冶炼及压延加工业,C32,河南省巩义市新华路31号,河南省巩义市新华路31号,451200,马路平,0371-64569088,0371-64569089,zfsy@zfsy.com.cn,姚国良,,112.9830395,34.74570463,CNE000001BQ8,河南中孚实业股份有限公司,马路平,1993/12/10 0:00,,657255594
106292,2.01E+11,600596,新安股份,2007/12/31,化学原料及化学制品制造业,C26,浙江省建德市新安江镇大桥路93号,浙江省建德市新安江新安东路555号,311600,姜永平,0571－64715693,0571－64715693,jang_yp888@sohu.com,李明乔,9.13E+17,119.2977019,29.48737967,CNE000001907,浙江新安化工集团股份有限公司,王伟,1993/5/12 0:00,,286786537
106293,2.01E+11,600597,光明乳业,2007/12/31,农副食品加工业,C13,上海市吴中路578号,上海市吴中路578号,201103,朱建毅,021-54584520,021-64013337,600597@brightdairy.com,沈小燕,,121.4032609,31.18463852,CNE000001C99,光明乳业股份有限公司,王佳芬,1996/10/7 0:00,,1041892560
106301,2.01E+11,600598,北大荒,2007/12/31,农业,A01,哈尔滨市南岗区汉水路263号,哈尔滨市南岗区汉水路263号,150090,史晓丹,0451-55195980,0451-55195993,hacl@haclbdh.com.cn,赵义军,,126.6922242,45.74550186,CNE0000019Z9,黑龙江北大荒农业股份有限公司,姜夏,1998/11/27 0:00,,1634292000
106281,2.01E+11,600599,浏阳花炮,2007/12/31,化学原料及化学制品制造业,C26,湖南省浏阳市金沙北路589号,湖南省浏阳市金沙北路589号,410300,黄叶璞,0731-3620966,0731-3620966,lyhp599@163.com,,,113.6099561,28.15358543,CNE0000018S6,湖南浏阳花炮股份有限公司,赵伟平,1999/12/12 0:00,,126000000
101194,2.01E+11,600600,青岛啤酒,2007/12/31,酒、饮料和精制茶制造业,C15,山东省青岛市登州路56号,青岛市香港中路五四广场青啤大厦,266071,袁璐,0532-85756174,0532-85713240,secretary@tsingtao.com.cn,张瑞祥,,120.3875827,36.06364962,CNE0000009Y3,青岛啤酒股份有限公司,李桂荣,1993/6/16 0:00,168,1308219178
106282,2.01E+11,600601,方正科技,2007/12/31,计算机、通信和其他电子设备制造业,C39,上海市南京西路1515号嘉里中心九楼,上海市浦东南路360号新上海国际大厦36层,200120,侯郁波,021-58400030,021-58408970,IR@founder.com,戴继东,,121.5098006,31.23902045,CNE0000001S2,方正科技集团股份有限公司,方中华,1985/1/14 0:00,,1726486674
106283,2.01E+11,600602,广电电子,2007/12/31,计算机、通信和其他电子设备制造业,C39,上海市浦东新区张江高科技园区张衡路200号1号楼2楼,上海市长寿路97号世纪商务大厦26楼,200060,胡之奎,"021-62980202-646,647",021-62982121,stock@sva-e.com,周祁顺,91310000607200236H,121.4430803,31.24326529,CNE0000001T0,上海广电电子股份有限公司,顾忠惠,1987/1/10 0:00,900901,1172943082
106284,2.01E+11,600603,ST 兴业,2007/12/31,房地产业,K70,上海市中山南路1088号18楼,上海市中山南路1088号18楼,200011,祁勇,021-63187549,021-63762230,qiyong@xingye.sina.net,,91350200132205825W,121.5036394,31.21145571,CNE0000002P6,上海兴业房产股份有限公司,秦少秋,1988/8/27 0:00,,194641920
106285,2.01E+11,600604,二纺机,2007/12/31,专用设备制造业,C35,上海市场中路687号,上海市场中路687号,200434,李勃,"021-51265073,021-65318494",021-65421963,libolibo918@ sina.com,吴涛,9.13E+17,121.4724639,31.31051032,CNE000000362,上海二纺机股份有限公司,李培忠,1991/12/10 0:00,900902,566449190
106464,2.01E+11,600605,汇通能源,2007/12/31,通用设备制造业,C34,上海康桥路1100号,上海常德路175号(上海南京西路1576号),200040,汪元刚,021-62560000-147,021-62566022,wangyg@china-slimc.com,邵宗超,91310000132200944J,121.4478439,31.22424628,CNE000000370,上海汇通能源股份有限公司,郑树昌,1991/12/25 0:00,,147344592
106465,2.01E+11,600606,金丰投资,2007/12/31,房地产业,K70,海市浦东新区松林路111号,上海市延安西路129号华侨大厦5楼,200040,包永镭,021-62496858,021-62496860,jftz@vip.sina.com,李雪琳,,121.4437134,31.21993178,CNE000000388,上海金丰投资股份有限公司,阮人旦,1992/2/19 0:00,,354752554
106466,2.01E+11,600607,上实医药,2007/12/31,综合,S90,上海市浦东新区郭守敬路351号海泰楼2号628室,上海市淮海中路98号金钟广场16楼,200021,汤德平,021－53858898,021－53833000,siph@siic.com,王锡林,,121.4789072,31.22533392,CNE000000396,上海实业医药投资股份有限公司,吕明方,1991/12/10 0:00,,367814821
106467,2.01E+11,600608,*ST 沪科,2007/12/31,计算机、通信和其他电子设备制造业,C39,上海浦东新区东方路989号20楼,上海浦东新区东方路989号20楼,200122,胡兴堂,021-68761098,021-68760798,invest@sbt.sh.cn,,91310000132207732J,121.5298757,31.22166477,CNE0000003B4,上海宽频科技股份有限公司,杨修福,1992/3/26 0:00,,328861441
102722,2.01E+11,600609,ST 金杯,2007/12/31,汽车制造业,C36,沈阳市沈河区万柳塘路38号,中国沈阳高新技术开发区浑南产业开发区世纪路1号二十一世纪大厦六层,110179,杜远洋,024-23745563,024-23745563,stock@syba.com.cn,乔广海,,123.376788,41.80282405,CNE0000004N7,金杯汽车股份有限公司,何国华,1988/4/18 0:00,,1092667132
106484,2.01E+11,600610,S*ST 中纺,2007/12/31,专用设备制造业,C35,上海市长阳路1687号,上海市长阳路1687号,200090,程雪莲,021-65432970-512,021-65455130,ctmzjbk @ online.sh.cn,应民刚,,121.5361849,31.27076221,CNE000000503,中国纺织机械股份有限公司,李培忠,1992/6/22 0:00,900906,357091535
106134,2.01E+11,600611,大众交通,2007/12/31,公共设施管理业,N78,中山西路1515号大众大厦12楼,中山西路1515号大众大厦11楼,200235,顾华,021-64289129,021-64289123,Guhua@96822.com,乐春萍,,113.3926045,22.5159646,CNE000000511,大众交通(集团)股份有限公司,杨国平,1992/7/10 0:00,900903,1050721273
106135,2.01E+11,600612,中国铅笔,2007/12/31,其他制造业,C41,上海浦东金桥出口加工区川桥路1295号,上海浦东金桥出口加工区川桥路1295号,201206,周富良,021-58549624,021-64720802,pencil@sh163.net,,9131000060720072X4,121.6236692,31.24825202,CNE000000537,中国第一铅笔股份有限公司,胡书刚,1992/5/20 0:00,900905,276957336
106136,2.01E+11,600613,永生数据,2007/12/31,软件和信息技术服务业,I65,上海市浦东新区上川路995号,上海市威海路128号长发大厦613室,200003,杨海泉,021-53750009,021-53750012,Yanghq02@163.com,,91310000607228626G,121.4684019,31.2279624,CNE000000453,上海永生数据科技股份有限公司,卡先加,1992/7/22 0:00,900904,147904998
106137,2.01E+11,600614,ST 鼎立,2007/12/31,橡胶和塑料制品业,C29,上海浦东航津路1929号1幢第六层,上海浦东新金桥路28号27楼,201206,钱海啸,021-50303988-201,021-50301205,qian_hx@600614.com,姜卫星,9.13E+17,121.5924187,31.24538498,CNE000000552,上海鼎立科技发展(集团)股份有限公司,许宝星,1992/6/3 0:00,900907,241279431
106138,2.01E+11,600615,丰华股份,2007/12/31,化学原料及化学制品制造业,C26,上海市浦东新区东方路3601号,上海市浦东新区东方路3601号,200125,朱立新,021-58702762,021-58702762,fenghaw615@163.com,张国丰,,121.5105425,31.18896754,CNE0000005B9,上海丰华(集团)股份有限公司,王红梅,1992/6/6 0:00,,188020508
106139,2.01E+11,600616,第一食品,2007/12/31,零售业,F52,上海市浦东新区张杨路579号(三鑫大厦内),上海市浦东新区张杨路579号(三鑫大厦内),200120,张黎云,"021-58352625,50812727-8607",021-58352620,lily@firstfood-cn.com,刘启超,,121.5184342,31.2282471,CNE0000005G8,上海市第一食品股份有限公司,吴顺宝,1992/6/19 0:00,,365559577
106209,2.01E+11,600617,联华合纤,2007/12/31,化学纤维制造业,C28,上海嘉定区沪宜公路4290号,上海嘉定区沪宜公路4290号,201800,徐小凯,021-69916109,021-69916723,xxkai@sina.com,叶晓君,91140000607220384L,121.2308195,31.3730692,CNE0000005L8,上海联华合纤股份有限公司,李建华,1992/8/17 0:00,900913,167194800
106210,2.01E+11,600618,氯碱化工,2007/12/31,化学原料及化学制品制造业,C26,上海市龙吴路4747号,上海市龙吴路4747号,200241,许沛文,021-64340601,021-64341341,shxpw@126.com,沈琴怡,,121.4604008,31.06817821,CNE0000005Z8,上海氯碱化工股份有限公司,刘训峰,1992/7/4 0:00,900908,1156399976
106211,2.01E+11,600619,海立股份,2007/12/31,电气机械及器材制造业,C38,中国上海市浦东新区金桥出口加工区宁桥路888号,中国上海市浦东新区金桥出口加工区宁桥路888号,201206,钟磊,021-58547777,021-50326960,dongmi@highly.cc,,,121.6214692,31.25332202,CNE000000602,上海海立(集团)股份有限公司,俞友涌,1992/6/20 0:00,900910,456624329
106212,2.01E+11,600620,天宸股份,2007/12/31,综合,S90,上海市南汇区康桥康士路17号,上海市古北路507号申菱大厦8楼,200051,陶琴,021-62288811,021-52069060,taoqin@shstc.com,,91310000132210173W,121.4008806,31.20872617,CNE000000610,上海市天宸股份有限公司,叶茂菁,1992/7/1 0:00,,320129190
106213,2.01E+11,600621,上海金陵,2007/12/31,电信、广播电视和卫星传输服务,I63,上海浦东新区金海路1000号,上海市福州路666号26F,200001,陈炳良,021－63222658,021－63502688,cbl@jin-ling.com,张建涛,9131000013220382XX,121.4779772,31.23240392,CNE0000006D3,上海金陵股份有限公司,佘宝庆,1992/11/5 0:00,,524082351
106229,2.01E+11,600622,嘉宝集团,2007/12/31,综合,S90,上海市嘉定区清河路55号6-7F,上海市嘉定区清河路55号6-7F,201800,孙红良,021-59529711,021-59536931,jbdm@jbjt.com,,,121.247658,31.38396225,CNE0000006F8,上海嘉宝实业(集团)股份有限公司,钱明,1992/7/8 0:00,,395618309
106396,2.01E+11,600623,双钱股份,2007/12/31,橡胶和塑料制品业,C29,上海市闵行区江川路1251号605室,上海市四川中路63号,200002,王玲,021-33024666-6379,021-63390367,company@cstarc.com,孙文,,121.4895325,31.23351543,CNE0000006G6,双钱集团股份有限公司,范宪,1992/8/5 0:00,900909,889467722
106199,2.01E+11,600624,复旦复华,2007/12/31,综合,S90,上海市浦东金张路1167号,上海市国权路525号,200433,任琳芳,021-63872288,021-63869700,shareholder@forwardgroup.com,李小荪,91310000132209607P,121.5037654,31.29392033,CNE0000006S1,上海复旦复华科技股份有限公司,王生洪,1990/11/17 0:00,,345155035
106201,2.01E+11,600626,申达股份,2007/12/31,纺织业,C17,上海市浦东新区洪山路176号118室,上海市武宁南路488号(智慧广场)18楼,200042,玛天羽,021-62328282,021-62317250,600626@sh-shenda.com,骆琼琳,,121.4309782,31.23348864,CNE0000003R0,上海申达股份有限公司,席时平,1986/12/11 0:00,,473495211
106202,2.01E+11,600627,上电股份,2007/12/31,电气机械及器材制造业,C38,上海东方路428号,上海愚园路1395号五楼,200050,何延庆,021-62102651,021-62267260,bod@sptd.com.cn,周奕,,121.4226109,31.21879819,CNE0000006V5,上海输配电股份有限公司,黄迪南,1992/7/9 0:00,,517965452
106220,2.01E+11,600628,新世界,2007/12/31,零售业,F52,上海市南京西路2～88号,上海市南京西路2～88号,200003,马炳芳,021-63588888-3322,021-63583331,nwuser@public2.sta.net.cn,沈惠文,91310000132329342D,121.4742519,31.2348224,CNE0000006X1,上海新世界股份有限公司,顾振奋,1988/8/24 0:00,,531799270
106486,2.01E+11,600629,ST 棱光,2007/12/31,非金属矿物制品业,C30,上海市龙吴路4900号,上海市龙吴路4900号,200241,朱建涛,021-51161618,021-51161660,lgzqb@online.sh.cn,陆俊宏,91310000132209789U,121.4620113,31.06395906,CNE000000784,上海棱光实业股份有限公司,施德容,1992/6/12 0:00,,151377598
106487,2.01E+11,600630,龙头股份,2007/12/31,纺织业,C17,上海市制造局路584号10幢4楼,上海市制造局路584号A座4楼,200023,朱建忠,021-34061116,021-54666630,ltdsh@shanghaidragon.com.cn,何徐琳,91310000132219346F,121.4847708,31.20356348,CNE000000792,上海龙头(集团)股份有限公司,朱勇,1992/6/30 0:00,,424861597
106488,2.01E+11,600631,百联股份,2007/12/31,零售业,F52,上海浦东南路1111号1908室,上海南京东路800号13楼,200001,董小春,021-63229537,021-63603298,dongxcsh@yahoo.com.cn,"尹敏,顾一兵",,121.4756729,31.23517429,CNE0000007B5,上海百联集团股份有限公司,薛全荣,1992/3/16 0:00,,1101027295
106075,2.01E+11,600633,白猫股份,2007/12/31,化学原料及化学制品制造业,C26,上海市金沙江路1829号,上海市金沙江路1829号,200333,丁一新,021-32023251,021-52701369,ding_yixin@stof.com,徐晔,91330000132211766N,121.3752767,31.23364415,CNE0000007X9,上海白猫股份有限公司,马立行,1992/3/4 0:00,,152050812
106471,2.01E+11,600634,海鸟发展,2007/12/31,房地产业,K70,上海市余姚路317号,上海市虹桥路2451号2楼,200335,吴裕芹,021-62696296,021-62699399,shhnfz@yahoo.com.cn,刘晓光,9.13E+17,121.358897,31.18858733,CNE0000003Z3,上海海鸟企业发展股份有限公司,张宗宝,1992/7/6 0:00,,87207283
106323,2.01E+11,600635,大众公用,2007/12/31,综合,S90,上海浦东商城路518号,上海市中山西路1515号8楼,200235,钟晋倖,"021-64288888-5609,64280679",021-64288727,master@dzug.cn,梁嘉玮,,121.4232789,31.18719411,CNE0000007Y7,上海大众公用事业(集团)股份有限公司,杨国平,1991/12/24 0:00,,1246113472
106324,2.01E+11,600636,三爱富,2007/12/31,化学原料及化学制品制造业,C26,上海市龙吴路4411号,上海市漕溪路250号银海大楼A805室,200235,张经仪,021-64823549,021－64823550,bod@sh3f.com,何兰娟,,121.4344406,31.17072398,CNE0000004Y4,上海三爱富新材料股份有限公司,周云鹤,1992/9/9 0:00,,315661629
106325,2.01E+11,600637,广电信息,2007/12/31,计算机、通信和其他电子设备制造业,C39,上海市田林路140号,上海市金都路3800号,201108,赵开兰,021-64189198-3522,021-64189828,dongban@svainfo.com,周应昕,9.13E+17,121.381929,31.07791554,CNE0000004Z1,上海广电信息产业股份有限公司,张坚白,1992/8/24 0:00,,708864553
106343,2.01E+11,600638,新黄浦,2007/12/31,房地产业,K70,上海市北京东路668号东楼32层,上海市北京东路668号东楼32层,200001,李薇洁,021-63238888,021-63237777,stock@600638.com,蒋舟铭,,121.4778729,31.23921429,CNE0000005M6,上海新黄浦置业股份有限公司,王伟旭,1992/8/15 0:00,,561163988
106344,2.01E+11,600639,浦东金桥,2007/12/31,房地产业,K70,上海浦东新金桥路28号,上海浦东新金桥路27号1号楼,201206,代燕妮,021-50307702,021-50301533,Daiyn@58991818.com,吴海燕,9.13E+17,121.592239,31.24481423,CNE000000404,上海金桥出口加工区开发股份有限公司,俞标,1992/11/24 0:00,900911,844386400
106483,2.01E+11,600640,中卫国脉,2007/12/31,电信、广播电视和卫星传输服务,I63,上海市浦东新区张江高科技园区郭守敬路498号10号楼,上海市江宁路1207号国脉大厦,200060,蒋文民,021-62762171,021-62763321,wmjiang@chinasatcomgm.com,胡幼平,91310000132209439M,121.4428503,31.24461529,CNE0000005N4,中卫国脉通信股份有限公司,穆浩平,1992/4/1 0:00,,401371188
106178,2.01E+11,600641,万业企业,2007/12/31,房地产业,K70,上海市浦东大道720号9楼,上海市浦东大道720号9楼,200120,吴云韶,021-50367718,021-50366858,wyqy@vip.sina.com,曹曼华,,121.5249676,31.24042861,CNE0000008P3,上海万业企业股份有限公司,程光,1991/10/28 0:00,,447865971
106179,2.01E+11,600642,申能股份,2007/12/31,电力、热力生产和供应业,D44,上海市陆家嘴环路958号10楼,海市银城中路168号9楼，上海市复兴中路1号,"200,120,200,021",周燕飞,"021-68865793,63900303","021-68865793,63900456",zhengquan@shenergy.com.cn,周鸣,9.13E+17,121.4826316,31.21865354,CNE0000005Q7,申能股份有限公司,吴家骅,1993/2/22 0:00,,2889631654
106180,2.01E+11,600643,爱建股份,2007/12/31,综合,S90,上海市浦东新区泰谷路168号,上海市零陵路599号,200030,徐宜阳,021-64396600,021-64392118,dongmi@aj.com.cn,,,121.4463655,31.18826135,CNE0000008S7,上海爱建股份有限公司,陈振鸿,1992/7/13 0:00,,460687964
106181,2.01E+11,600644,乐山电力,2007/12/31,电力、热力生产和供应业,D44,四川省乐山市市中区嘉定北路46号,四川省乐山市市中区嘉定北路46号,614000,李江,0833-2445800,0833-2445800,600644@vip.163.com,曾跃驰,91511100206951207W,103.7651888,29.58073241,CNE0000008T5,乐山电力股份有限公司,廖政权,1988/5/17 0:00,,326480131
103174,2.01E+11,600645,ST 望春花,2007/12/31,纺织业,C17,上海市北翟路1168号,上海市金钟路658号10号4层,200335,马勇,021-52171679,021-52600580,600645dsh@163.com,孟志宏,,121.35943,31.22123711,CNE000000545,上海望春花(集团)股份有限公司,何平,1992/7/1 0:00,,325041030
102852,2.01E+11,600647,同达创业,2007/12/31,综合,S90,上海市浦东新区金新路58号银桥大厦24楼,上海市浦东新区金新路58号银桥大厦2楼,201206,刘长春,021-8545898-2503,021-8541001,changchun6755@yahoo.com.cn,,,121.5995465,31.25242609,CNE000000495,上海同达创业投资股份有限公司,周立武,1991/7/27 0:00,,53516750
106141,2.01E+11,600648,外高桥,2007/12/31,房地产业,K70,中国上海外高桥保税区富特北路458号,中国上海外高桥保税区富特北路458号,200131,王勋,021-58668890,021-58668620,gudong@shwgq.com,顾洁玮,,121.5994378,31.33521866,CNE000000438,上海外高桥保税区开发股份有限公司,舒榕斌,1992/8/14 0:00,900912,745057500
106142,2.01E+11,600649,原水股份,2007/12/31,综合,S90,上海市浦东新区北艾路1540号,上海市江苏路389号10楼,200050,俞有勤,021-52397000-6095,021-62117400,yyq@rawwater.com.cn,李晨,91310000132207927C,121.4317021,31.21855727,CNE0000005R5,上海市原水股份有限公司,孔庆伟,1992/9/9 0:00,,1884395014
106143,2.01E+11,600650,锦江投资,2007/12/31,装卸搬运和运输代理业,G58,上海市浦东大道1号,上海市延安东路100号28楼,200002,袁哲宁,021-63218800,021-63213119,dshms@jjtz.com,黄跃冲,91310000607200690U,121.4901725,31.23295543,CNE0000004M9,上海锦江国际实业投资股份有限公司,沈懋兴,1993/2/24 0:00,900914,551610107
106144,2.01E+11,600651,飞乐音响,2007/12/31,电气机械及器材制造业,C38,上海市胶州路397号14幢4楼,上海市丽园路478号5楼,200023,叶盼,021-53020606,021-53018260,board_office@facs.com.cn,陈静,,121.4822933,31.20798631,CNE0000001V6,上海飞乐音响股份有限公司,顾有根,1984/11/7 0:00,,559897963
106314,2.01E+11,600652,爱使股份,2007/12/31,综合,S90,上海市肇嘉浜路666号,上海市肇嘉浜路666号,200031,许汉章,021-64710022-8818,021-64711120,xuhanzhang@sh-ace.com,陆佩华,,121.4496426,31.19962356,CNE0000001W4,上海爱使股份有限公司,肖勇,1984/12/12 0:00,,389512282
107923,2.01E+11,600653,申华控股,2007/12/31,综合,S90,上海市宁波路1号,上海市宁波路1号,200002,翟锋,"021-63372010,63372011",021-63372000,stock@bgh.com.cn,"姚云,朱旭岚",,121.4867782,31.23970581,CNE0000001X2,上海申华控股股份有限公司,王世平,1986/7/1 0:00,,1455316931
107924,2.01E+11,600654,飞乐股份,2007/12/31,计算机、通信和其他电子设备制造业,C39,上海市浦东新区新金桥路1299号,上海市昭化路68号,200050,刘仁仁,021-62515242,021-62517323,liurenren@feilo.com.cn,毛丽建,,121.4278315,31.21228592,CNE0000001Y0,上海飞乐股份有限公司,樊志强,1987/9/8 0:00,,755043154
107925,2.01E+11,600655,豫园商城,2007/12/31,零售业,F52,上海市文昌路19号,上海市方浜中路269号,200010,蒋伟,021-63559999,021-63550558,obd@yuyuantm.com.cn,张敏静,91310000132200223M,121.4918725,31.22538543,CNE000000594,上海豫园旅游商城股份有限公司,吴平,1992/5/30 0:00,,604933492
107526,2.01E+11,600656,S*ST 源药,2007/12/31,化学原料及化学制品制造业,C26,上海市浦东新区张江高科技园区郭守敬路351号,上海市中山北路1715号浦发广场E座2306,200061,陈杰,021-61398656-8000,021-61398655,13388173612@163.com,方遒,,121.4345245,31.25230037,CNE0000001Z7,上海华源制药股份有限公司,麦校勋,1988/10/21 0:00,,150081697
107527,2.01E+11,600657,ST 天桥,2007/12/31,化学原料及化学制品制造业,C26,北京市崇文区永内大街1号,北京市海淀区成府路207号北大青鸟楼,100871,于明,010-64987531,010-64984457,ym@jbbis.com.cn,李晴,,116.3185181,39.99296488,CNE000000966,北京天桥北大青鸟科技股份有限公司,徐祗祥,1984/7/20 0:00,,497034936
107529,2.01E+11,600658,兆维科技,2007/12/31,计算机、通信和其他电子设备制造业,C39,北京市朝阳区酒仙桥路14号,北京市朝阳区酒仙桥路14号,100016,陈丹,010-84563760,010-84567917,chendan@cwtech.com.cn,周晓红,,116.4901488,39.9739191,CNE000000974,北京兆维科技股份有限公司,赵炳弟,1986/12/24 0:00,,167023116
107545,2.01E+11,600660,福耀玻璃,2007/12/31,非金属矿物制品业,C30,福建省福清市融侨经济技术开发区,福建省福清市福耀工业村,350301,陈跃丹,0591-85383777,"0591-85383666,85382719",chenyuedan@ifuyao.com,林真,,119.3173464,25.70069383,CNE000000230,福耀玻璃工业集团股份有限公司,曹德旺,1992/6/21 0:00,,1001493166
107546,2.01E+11,600661,交大南洋,2007/12/31,综合,S90,上海市浦东金桥纬七路17号地块杉达大厦,上海市番禺路667号六楼,200030,朱凯泳,021-62826347,021-62801900,zky@jd-ny.com,,9.13E+17,121.4294008,31.19889456,CNE0000005P9,上海交大南洋股份有限公司,朱其棕,1992/12/18 0:00,,173676825
107547,2.01E+11,600662,强生控股,2007/12/31,居民服务业,O79,上海市浦东新区浦建路145号,上海市南京西路920号18楼,200041,樊建林,021-62151181,021-62538782,qs662@163.com,靳岩,91310000132210595U,121.4594966,31.2304363,CNE0000002W2,上海强生控股股份有限公司,张同恩,1992/2/1 0:00,,625799244
107548,2.01E+11,600663,陆家嘴,2007/12/31,房地产业,K70,中国上海市浦东大道981号,中国上海市浦东大道981号,200135,毕海琳,021-58878888-650,021-58873688,hlbi@ljz.com.cn,,,121.5293848,31.24133104,CNE0000009S5,上海陆家嘴金融贸易区开发股份有限公司,杨小明,1992/8/30 0:00,900932,1867684000
107549,2.01E+11,600664,S 哈药,2007/12/31,医药制造业,C27,哈尔滨市南岗区昆仑商城隆顺街2号,哈尔滨市道里区友谊路431号,150018,孟晓东,0451-84604688,0451-84604688,mengxd@hayao.com,苗雨,91230199128175037N,126.5965477,45.76573239,CNE0000009T3,哈药集团股份有限公司,郝伟哲,1991/12/28 0:00,,1242005473
106346,2.01E+11,600665,天地源,2007/12/31,房地产业,K70,中国上海市浦东新区张杨路500号二十六楼K单元,西安高新技术开发区科技路33号高新国际商务中心27层,710075,刘宇,029-88326035,029-88325961,liuyu@tande.cn,屈阳,,108.9482513,34.25883449,CNE0000009W7,天地源股份有限公司,俞向前,1992/12/21 0:00,,720102101
106347,2.01E+11,600666,西南药业,2007/12/31,医药制造业,C27,重庆市沙坪坝区天星桥21号,重庆市沙坪坝区天星桥21号,400038,蒋茜,023-89855125,023-89855126,swp600666@sina100.com,周霞,9.15E+17,106.4553437,29.54596837,CNE0000003S8,西南药业股份有限公司,李标,1992/11/9 0:00,,148793356
106372,2.01E+11,600667,太极实业,2007/12/31,化学纤维制造业,C28,无锡市下甸桥南堍,无锡市下甸桥南堍,214024,陆君,0510-85419120,0510-85430760,wxtj600667@wxtj.com,丁伟文,91320200135890776N,120.3383054,31.53014395,CNE000000B00,无锡市太极实业股份有限公司,顾斌,1990/12/13 0:00,,368817381
106373,2.01E+11,600668,尖峰集团,2007/12/31,非金属矿物制品业,C30,浙江省金华市婺江东路88号,浙江省金华市婺江东路88号,321000,朱坚卫,0579-82320582,0579-82324611,jf@jianfeng.com.cn,陈展宏,,119.6537535,29.09840385,CNE000000B18,浙江尖峰集团股份有限公司,蒋晓萌,1989/8/8 0:00,,344083828
106446,2.01E+11,600671,ST 天目,2007/12/31,医药制造业,C27,浙江省临安市苕溪南路78号,浙江省临安市苕溪南路78号,311300,郑涛,0571-63722229,0571-63722229,zt8788@sina.com,,91330000253930812T,119.6955498,30.23243605,CNE000000BF3,杭州天目山药业股份有限公司,章鹏飞,1989/3/13 0:00,,121778885
106448,2.01E+11,600673,阳之光,2007/12/31,仪器仪表制造业,C40,四川成都二环路东一段十四号,广东东莞长安镇上沙村第五工业区,523871,陈铁生,0769-85370225,0769-85370230,sss88888@126.com,张旭,,113.759883,22.79209333,CNE000000BL1,成都阳之光实业股份有限公司,郭京平,1993/4/30 0:00,,413733394
106129,2.01E+11,600674,川投能源,2007/12/31,电力、热力生产和供应业,D44,四川省成都市武侯区龙江路11号,四川省成都市小南街23号,610015,张昊,028-86098648,028-86098649,zhanghao@scte.com.cn,谢洪先,,104.0550367,30.65768547,CNE000000BQ0,四川川投能源股份有限公司,黄顺福,1988/4/18 0:00,,491290989
106130,2.01E+11,600675,中华企业,2007/12/31,房地产业,K70,上海市华山路2号,上海市华山路2号中华企业大厦,200040,印学青,021－62170088,021－62179197,zhqydm@cecl.com.cn,,9.13E+17,121.4440834,31.22321178,CNE000000B42,中华企业股份有限公司,朱胜杰,1993/9/17 0:00,,906691627
106131,2.01E+11,600676,交运股份,2007/12/31,汽车制造业,C36,上海市浦东新区曹路工业园区民冬路239号,上海市平武路38号仁达商务楼三楼,200052,蒋玮芳,021-62520140-8027,021-62116123,jygf@sh163.net,李汝德,9.13E+17,121.4300715,31.20857592,CNE000000B59,上海交运股份有限公司,刘世才,1993/9/24 0:00,,562612268
106132,2.01E+11,600677,航天通信,2007/12/31,纺织业,C17,杭州解放路138号航天通信大厦一号楼,杭州解放路138号航天通信大厦一号楼,310009,徐宏伟,0571-87034676,0571-87077662,stock@aerocom.cn,叶瑞忠,9.13E+17,120.1726316,30.25127879,CNE000000BS6,航天通信控股集团股份有限公司,杜尧,1990/6/11 0:00,,326172356
103022,2.01E+11,600678,四川金顶,2007/12/31,非金属矿物制品业,C30,四川省峨眉山市乐都镇,四川省峨眉山市乐都镇,614224,周正,0833-5578117,0833-5578053,scjd600678@163.com,钟辉,9.15E+17,103.5244902,29.48263719,CNE000000BZ1,四川金顶(集团)股份有限公司,陈建龙,1988/9/7 0:00,,348990000
