ListedCoID,SecurityID,Symbol,ShortName,EndDate,IndustryName,IndustryCode,RegisterAddress,OfficeAddress,Zipcode,Secretary,SecretaryTel,SecretaryFax,SecretaryEmail,SecurityConsultant,SocialCreditCode,Lng,Lat,ISIN,FullName,LegalRepresentative,EstablishDate,Crcd,RegisterCapital,Website
10119994,2.01004E+11,603738,泰晶科技,2017/12/31,其他制造业,C41,湖北省随州市曾都经济开发区,湖北省随州市曾都经济开发区,441300,单小荣,0722-3308115,0722-3308115,sxr@sztkd.com,朱柳艳,91421300780912560J,113.3513616,31.79230668,,湖北泰晶电子科技股份有限公司,喻信东,2005/11/4 0:00,,113356000,www.sztkd.com
10326827,2.01004E+11,603757,大元泵业,2017/12/31,通用设备制造业,C34,浙江省温岭市泽国镇丹崖工业区,浙江省温岭市泽国镇丹崖工业区,317523,崔朴乐,0576-86441299,0576-86425218,dayuan@dayuan.com,俞文,91331000255499827N,121.3464502,28.50785952,,浙江大元泵业股份有限公司,韩元富,1998/1/7 0:00,,83800000,www.dayuan.com
10146045,2.01004E+11,603758,秦安股份,2017/12/31,汽车制造业,C36,重庆市九龙坡区兰美路701号附3号,重庆市九龙坡区兰美路701号附3号,400039,张华鸣,023-61711177,023-61711199,zq@qamemc.com,许锐,9.15E+17,106.4592526,29.52568334,,重庆秦安机电股份有限公司,YUANMING TANG,1995/9/5 0:00,,438797049,www.qamemc.com
10100098,2.01E+11,603766,隆鑫通用,2017/12/31,铁路、船舶、航空航天和其它运输设备制造业,C37,重庆市九龙坡区九龙园区华龙大道99号,重庆市经济技术开发区白鹤工业园,400060,黄经雨,023-89028829,023-89028051,security@loncinindustries.com,叶珂伽,9.15001E+17,107.3982135,29.70212772,CNE100001JP2,隆鑫通用动力股份有限公司,高勇,2007/6/8 0:00,,2113077350,www.loncinindustries.com
10202751,2.01004E+11,603767,中马传动,2017/12/31,汽车制造业,C36,浙江省温岭市石塘镇上马工业区经一路1号,浙江省温岭市石塘镇上马工业区经一路1号,317513,张春生,0576-86146517,0576-86146525,info@zomaxcd.com,林常春,91331000782935301K,121.588717,28.2826329,,浙江中马传动股份有限公司,吴江,2005/12/15 0:00,,213320000,www.zomaxcd.com
10145435,2.01004E+11,603768,常青股份,2017/12/31,汽车制造业,C36,安徽省合肥市东油路18号,安徽省合肥市东油路18号,230022,刘堃,0551-63475077,0551-63475077,zhengquanbu@hfcqjx.com,何义婷,91340100149223333G,117.2771928,31.80512062,,合肥常青机械股份有限公司,吴应宏,1988/9/2 0:00,,204000000,www.hfcqjx.com
10147076,2.01004E+11,603776,永安行,2017/12/31,专业技术服务业,M74,江苏省常州市新北区汉江路400号,江苏省常州市新北区汉江路400号,213022,董萍,0519-81282003,0519-81186701,Eversafe@ibike668.com,都胜珂,9.13204E+17,119.952137,31.83671527,,永安行科技股份有限公司,孙继胜,2010/8/24 0:00,,96000000,www.ibike668.com
10106905,2.01004E+11,603777,来伊份,2017/12/31,零售业,F52,上海市松江区九亭镇久富路300号,上海市松江区沪松公路1399弄68号来伊份青年大厦,201615,张潘宏,021-51760952,021-51760955,corporate@laiyifen.com,蔚彦君,91310000740576558C,121.3154762,31.12047822,,上海来伊份股份有限公司,郁瑞芬,2002/7/2 0:00,,243719300,www.lyfen.com
10109104,2.01004E+11,603778,乾景园林,2017/12/31,土木工程建筑业,E48,北京市海淀区门头馨园路1号,北京市海淀区门头馨园路1号,100093,李萍,010-88862070,010-88862112,dongshiban@qjyl.com,曹李博,9111000074473877XT,116.2257621,39.97755202,CNE100002516,北京乾景园林股份有限公司,回全福,2002/11/5 0:00,,500000000,www.qjyl.com
10108444,2.01004E+11,603779,威龙股份,2017/12/31,酒、饮料和精制茶制造业,C15,山东省龙口市环城北路276号,山东省龙口市环城北路276号,265701,姜淑华,0535-8955876,0535-8955876,wljiang@weilong.com,刘玉磊,91370600669347065T,120.5262415,37.65716193,CNE100002797,威龙葡萄酒股份有限公司,王珍海,2007/12/17 0:00,,229646720,www.weilong.com
10108435,2.01004E+11,603787,新日股份,2017/12/31,铁路、船舶、航空航天和其它运输设备制造业,C37,江苏省无锡市锡山区锡山大道501号,江苏省无锡市锡山区锡山大道501号,214106,王晨阳,0510-88109915,0510-88109915,dongshihui@xinri.com,郭程程,91320200665769172E,120.49043,31.57934478,,江苏新日电动车股份有限公司,张崇舜,2007/7/16 0:00,,204000000,www.xinri.com
10102343,2.01004E+11,603788,宁波高发,2017/12/31,汽车制造业,C36,浙江省宁波市鄞州投资创业中心(下应北路717号),浙江省宁波市鄞州区下应北路717号,315105,朱志荣,0574-88169136,0574-88169136,nbgaofa@163.com,彭丽娜,9133020071331910XJ,121.5935157,29.81524725,CNE100001V37,宁波高发汽车控制系统股份有限公司,钱高法,1999/1/20 0:00,,164352999,www.gaofacable.com
10102330,2.01004E+11,603789,星光农机,2017/12/31,专用设备制造业,C35,浙江省湖州市和孚镇星光大街1688号,浙江省湖州市和孚镇星光大街1688号,313017,周国强,0572-3966768,0572-3966768,xgnj@xg1688.com,王黎明,91330000759058101Y,120.1631971,30.79550262,CNE1000022X6,星光农机股份有限公司,章沈强,2004/2/25 0:00,,261960400,www.xg1688.com
10136073,2.01004E+11,603797,联泰环保,2017/12/31,生态保护和环境治理业,N77,广东省汕头市中山东路黄厝围龙珠水质净化厂,广东省汕头市中山东路黄厝围龙珠水质净化厂,515041,林锦顺,0754-89650738,0754-89650738,ltep@lt-hbgf.com,郭浩楠,91440500787917532B,116.7510854,23.34970667,,广东联泰环保股份有限公司,黄建勲,2006/4/14 0:00,,213340000,www.lt-hbgf.com
10108539,2.01004E+11,603798,康普顿,2017/12/31,石油加工、炼焦及核燃料加工业,C25,山东省青岛市崂山区深圳路18号,山东省青岛市崂山区深圳路18号,266101,纪东,0532-58818668,0532-58818668,zhengquan@copton.com.cn,纪东,9.13702E+17,120.4586212,36.10874728,CNE100002763,青岛康普顿科技股份有限公司,朱振华,2003/12/19 0:00,,200000000,www.copton.com.cn
10102229,2.01004E+11,603799,华友钴业,2017/12/31,有色金属冶炼及压延加工业,C32,浙江省桐乡市经济开发区二期梧振东路18号,浙江省桐乡市经济开发区二期梧振东路18号,314500,李瑞,0573-88589981,0573-88585810,lirui@huayou.com,,9.133E+17,120.5673255,30.61330621,CNE100001VW3,浙江华友钴业股份有限公司,陈雪华,2002/5/22 0:00,,592676632,www.huayou.com
10108423,2.01004E+11,603800,道森股份,2017/12/31,专用设备制造业,C35,江苏省苏州市相城区太平镇,江苏省苏州市相城区太平街道兴太路,215137,张新玉,0512-66732011,0512-65431375,dsdm@douson.cn,方骏忠,9132050073178411X3,120.7042237,31.43439004,CNE1000023T2,苏州道森钻采设备股份有限公司,舒志高,2001/10/29 0:00,,208000000,www.douson.cn
10371438,2.01004E+11,603801,志邦股份,2017/12/31,家具制造业,C21,安徽省合肥市庐阳工业区连水路19号,安徽省合肥市庐阳工业区连水路19号,230041,蔡成武,0551-67186564,0551-65203999,ccw@zhibang.com,周珍芝,91340100772816763N,117.2758372,31.92712039,,志邦厨柜股份有限公司,孙志勇,2005/4/4 0:00,,160000000,www.zbom.com
10145681,2.01004E+11,603803,瑞斯康达,2017/12/31,计算机、通信和其他电子设备制造业,C39,北京市海淀区西北旺东路10号院东区11号楼一至五层,北京市海淀区西北旺东路10号院东区11号楼一至五层,100094,王曙立,010-82884499,010-82885200,zhengquanbu@raisecom.com,,9.11101E+17,116.2731647,40.04394917,,瑞斯康达科技发展股份有限公司,高磊,1999/6/8 0:00,,421055557,www.raisecom.com
10114105,2.01E+11,603806,福斯特,2017/12/31,橡胶和塑料制品业,C29,浙江省杭州市临安区锦北街道福斯特街8号,浙江省杭州市临安区锦北街道西墅街407号,311300,章樱,0571-61076968,0571-63816860,fst-zqb@firstpvm.com,,91330000749463090B,119.6938685,30.27950131,CNE100001VX1,杭州福斯特应用材料股份有限公司,林建华,2003/5/12 0:00,,402000000,www.firstpvm.com
10101946,2.01004E+11,603808,歌力思,2017/12/31,纺织服装、服饰业,C18,广东省深圳市福田区车公庙天安创新科技广场A栋1901-1905,广东省深圳市福田区车公庙天安创新科技广场A栋1901-1905,518048,蓝地,0755-83438860,0755-83433951,zqfw@ellassay.com,卢盈霏,91440300708497366U,114.031388,22.53390299,CNE100002227,深圳歌力思服饰股份有限公司,夏国新,1999/6/8 0:00,,337301965,www.ellassay.com
10313983,2.01004E+11,603809,豪能股份,2017/12/31,汽车制造业,C36,四川省成都市经济技术开发区南二路288号,四川省成都市经济技术开发区南二路288号,610100,徐应超,028-68351095,028-68327555,bgs@cdhntech.com,,91510112792186252U,104.2015231,30.547678,,成都豪能科技股份有限公司,向朝东,2006/9/25 0:00,,106670000,www.cdhntech.com
10138863,2.01004E+11,603811,诚意药业,2017/12/31,医药制造业,C27,浙江省温州市洞头区化工路118号,浙江省温州市洞头区化工路118号,325700,柯泽慧,0577-63484842,0577-63484842,office@chengyipharma.com,陈雪琴,9.13303E+17,121.1566742,27.82688168,,浙江诚意药业股份有限公司,颜贻意,2001/6/22 0:00,,85200000,www.chengyipharma.com
10189381,2.01004E+11,603813,原尚股份,2017/12/31,道路运输业,G54,广东省广州市经济技术开发区东区东众路25号,广东省广州市经济技术开发区东区东众路25号,510530,李运,020-26220769,020-32066833,ir@gsl.cc,钟情思,91440101717857431A,113.5028556,23.13880186,,广东原尚物流股份有限公司,余军,2005/8/15 0:00,,88270000,www.gsl.cc
10121867,2.01004E+11,603816,顾家家居,2017/12/31,家具制造业,C21,浙江省杭州市经济技术开发区11号大街113号,浙江省杭州市江干区东宁路599号顾家大厦,310017,董汉有,0571-85016806,0571-85016488,securities@kukahome.com,周丽娜,91330100793655954W,120.3413401,30.27331718,,顾家家居股份有限公司,顾江生,2006/10/31 0:00,,428141000,www.kukahome.com
10143634,2.01004E+11,603817,海峡环保,2017/12/31,水的生产和供应业,D46,福建省福州市晋安区鼓山镇洋里路16号,福建省福州市晋安区鼓山镇洋里路16号,350014,林志军,0591-83626529,0591-83626529,fjhxhb@fjhxhb.com,陈秀兰,91350100739548277W,119.3699956,26.05343207,,福建海峡环保集团股份有限公司,陈秉宏,2002/7/5 0:00,,450000000,www.fjhxhb.com
10102221,2.01004E+11,603818,曲美家居,2017/12/31,家具制造业,C21,北京市顺义区南彩镇彩祥东路11号,北京市朝阳区望京北路51号院8号楼,100102,吴娜妮,010-84482500,010-84482500,ir@qumei.com.cn,刘琼,9.111E+17,116.6946803,40.13670674,,曲美家居集团股份有限公司,赵瑞海,1993/4/12 0:00,,484120000,www.qumei.com
10133519,2.01004E+11,603819,神力股份,2017/12/31,电气机械及器材制造业,C38,江苏省常州市经开区东城路88号,江苏省常州市经开区东城路88号,213013,蒋国峰,0519-88998758,0519-88404914,investor@czshenli.com,鞠晓波,91320400608148134T,120.0499656,31.75310267,,常州神力电机股份有限公司,陈忠渭,1998/6/23 0:00,,120820000,www.czshenli.com
10102325,2.01004E+11,603822,嘉澳环保,2017/12/31,化学原料及化学制品制造业,C26,浙江省桐乡市经济开发区,浙江省桐乡市经济开发区一期工业区崇福大道761号,314500,王艳涛,0573-88623001,0573-88623119,wangyantao_1984@163.com,华小燕,91330000746337865M,120.5518666,30.60939677,CNE100002789,浙江嘉澳环保科技股份有限公司,沈健,2003/1/22 0:00,,73350000,www.jiaaohuanbao.com
10138501,2.01004E+11,603823,百合花,2017/12/31,化学原料及化学制品制造业,C26,浙江省杭州市萧山区临江工业园区农一场,浙江省杭州市萧山区临江工业园区农一场,311228,王迪明,0571-82965995,0571-82961000,wdm@lilygroup.cn,王振炎,9133010025569303X1,120.60425,30.28397497,,百合花集团股份有限公司,陈立荣,1995/8/11 0:00,,225000000,www.lilygroup.cn
10108430,2.01004E+11,603825,华扬联众,2017/12/31,互联网和相关服务,I64,北京市海淀区上地东路5号院3号楼4层419室,北京市东城区贡院西街6号E座15层,100005,郭建军,010-65648122,010-65648123,investors@hylinkad.com,罗耀菲,91110101101343096U,116.4310593,39.9108516,,华扬联众数字技术股份有限公司,苏同,1994/6/28 0:00,,160000000,www.hylink.com
10146370,2.01004E+11,603826,坤彩科技,2017/12/31,非金属矿物制品业,C30,福建省福州市元洪投资区(城头),福建省福州市元洪投资区(城头),350314,林忠跃,0591-85588083,0591-85588083,securities@fjkuncai.com,陈漳全,9135010078216907X1,119.5136212,25.71116315,,福建坤彩材料科技股份有限公司,谢秉昆,2005/11/25 0:00,,360000000,www.fjkuncai.com
10102471,2.01004E+11,603828,柯利达,2017/12/31,建筑装饰和其他建筑业,E50,江苏省苏州市高新区邓尉路6号,江苏省苏州市高新区邓尉路6号,215011,何利民,0512-68257827,0512-68257827,zqb@kldzs.com,魏星,91320500722291305C,120.5686582,31.30117897,CNE100001VL6,苏州柯利达装饰股份有限公司,顾益明,2000/8/28 0:00,,330226875,www.kldzs.com
10378055,2.01004E+11,603829,洛凯股份,2017/12/31,电气机械及器材制造业,C38,江苏省常州市武进区洛阳镇永安里路101号,江苏省常州市武进区洛阳镇永安里路101号,213104,邵家旭,0519-88794263,0518-88790029,,周斌,91320400562928732P,120.0870904,31.63737088,,江苏洛凯机电股份有限公司,谈行,2010/9/30 0:00,,160000000,www.lk-jd.com
10138045,2.01004E+11,603833,欧派家居,2017/12/31,家具制造业,C21,广东省广州市白云区广花三路366号,广东省广州市白云区广花三路366号,510450,杨耀兴,020-36733399,020-36733645,Oppein999@126.com,欧盈盈,91440101617404697C,113.2431097,23.29952831,,欧派家居集团股份有限公司,姚良松,1994/7/1 0:00,,420596464,www.oppein.com
10108417,2.01004E+11,603838,四通股份,2017/12/31,非金属矿物制品业,C30,广东省潮州市潮州火车站区南片B11-4-1地块,广东省潮州市潮州火车站区南片B11-4-1地块,521031,黄奕鹏,0768-2972746,0768-2971228,hyp@sitong.net,蔡怿旬,9.14451E+17,116.5828558,23.63487486,CNE1000025K6,广东四通集团股份有限公司,蔡镇城,1997/8/29 0:00,,266680000,www.sitong.net
10139727,2.01004E+11,603839,安正时尚,2017/12/31,纺织服装、服饰业,C18,浙江省海宁市经济开发区谷水路298号,浙江省海宁市经济开发区谷水路298号,314400,谭才年,0573－87268790,0573－87266026,info@anzhenggroup.com,杜元佳,91330400676183847X,120.6761364,30.5637363,,安正时尚集团股份有限公司,郑安政,2008/6/5 0:00,,289060642,anzhenggroup.com
10123015,2.01004E+11,603843,正平股份,2017/12/31,土木工程建筑业,E48,青海省西宁市长江路128号创新大厦14楼,青海省西宁市城西区五四西路67号,810008,马富昕,0971-8588071,0971-8580075,zplqzqb@126.com,程昱翔,91630000226882472D,101.7117166,36.64463142,,正平路桥建设股份有限公司,张海明,1993/3/1 0:00,,400003000,www.zhengpingjituan.com
10315202,2.01004E+11,603848,好太太,2017/12/31,金属制品业,C33,广东省广州市番禺区化龙镇石化公路21号之一、之二,广东省广州市番禺区化龙镇石化公路21号之一、之二,511434,周秋英,020-61960999,020-61960928,IR@hotata.com,李明,91440101770197284B,113.4505058,22.99279372,,广东好太太科技集团股份有限公司,沈汉标,2005/1/5 0:00,,401000000,www.hotata.com
10147082,2.01004E+11,603855,华荣股份,2017/12/31,专用设备制造业,C35,上海市嘉定区宝钱公路555号,上海市嘉定区宝钱公路555号,201808,郑晓荣,021-59999999,021-39977000,zxr@warom.com,宋宗斌,91310000566558740F,121.2930338,31.44758471,,华荣科技股份有限公司,胡志荣,2010/12/15 0:00,,331070000,www.warom.com
10147192,2.01004E+11,603856,东宏股份,2017/12/31,橡胶和塑料制品业,C29,山东省曲阜市东宏路1号,山东省曲阜市东宏路1号,273100,闫存瑞,0537-4640989,0537-4641788,zqb@dhguanye.com,寻金龙,9.13708E+17,116.9804809,35.52396897,,山东东宏管业股份有限公司,倪立营,2008/1/21 0:00,,197242000,www.dhguanye.com
10133656,2.01004E+11,603858,步长制药,2017/12/31,医药制造业,C27,山东省菏泽市中华西路369号,山东省菏泽市中华西路369号,274000,蒲晓平,0530-5299167,0530-5299286,ir@buchang.com,吴兵,91370000728611939A,115.4086588,35.2395289,,山东步长制药股份有限公司,赵涛,2001/5/10 0:00,,681800000,www.buchang.com
10133334,2.01004E+11,603859,能科股份,2017/12/31,专业技术服务业,M74,北京市房山区城关街道顾八路一区9号,北京市海淀区清河小营西路48号汇苑仁和大厦,100085,刘团结,010-60603521,010-60603522,liutj@nancal.com,万晓峰,9.11101E+17,116.0160632,39.70645614,,能科节能技术股份有限公司,祖军,2006/12/26 0:00,,113560000,www.nancal.com
10101844,2.01004E+11,603860,中公高科,2017/12/31,专业技术服务业,M74,北京市海淀区地锦路9号院4号楼-1至4层101,北京市海淀区地锦路9号院4号楼-1至4层101,100095,杨屹东,010-82364131,010-62375021,public@roadmaint.com,李兰,91110108667509745C,116.1742334,40.05875931,,中公高科养护科技股份有限公司,杨屹东,2007/9/29 0:00,,66680000,www.roadmaint.com
10102610,2.01004E+11,603861,白云电器,2017/12/31,电气机械及器材制造业,C38,广东省广州市白云区神山镇大岭南路18号,广东省广州市白云区神山镇大岭南路18号,510460,王卫彬,020-86060164,020-86608442,Baiyun_electric@bydq.com.cn,,9.14401E+17,113.2013445,23.33543571,CNE1000026J6,广州白云电器设备股份有限公司,胡德兆,1989/7/5 0:00,,409100000,www.bydq.com
10108540,2.01004E+11,603866,桃李面包,2017/12/31,食品制造业,C14,辽宁省沈阳市苏家屯区丁香街176号,辽宁省沈阳市沈河区青年大街1-1号沈阳市府恒隆广场办公楼1座40层,110000,张银安,024-22817166,024-23505619,sytolybread@163.com,,91210100242588126L,123.3248253,41.67114444,CNE100002524,桃李面包股份有限公司,吴志刚,1997/1/23 0:00,,470626000,www.tolybread.cn
10119612,2.01004E+11,603868,飞科电器,2017/12/31,电气机械及器材制造业,C38,上海市松江区广富林东路555号,上海市长宁区红宝石路500号B栋26楼,201103,苏璠,021-52858888-839,021-52855050,flyco@flyco.com,,91310000789541823F,121.277274,31.05040528,CNE100002771,上海飞科电器股份有限公司,李丐腾,2006/6/10 0:00,,435600000,www.flyco.com
10102652,2.01004E+11,603869,北部湾旅,2017/12/31,公共设施管理业,N78,广西壮族自治区北海市四川南路铁路桥以南新奥大厦,广西壮族自治区北海市四川南路铁路桥以南新奥大厦;河北省廊坊市经济开发区艾力枫社·国际广场E座,536000,王东英,0316-2595752,0316-2595465,wangdongying@enn.cn,王雅琪,9.14505E+17,109.1207953,21.4448952,CNE1000022C0,北部湾旅游股份有限公司,王玉锁,2006/8/2 0:00,,348806268,www.beibuwantourism.com
10401807,2.01004E+11,603871,嘉友国际,2017/12/31,装卸搬运和运输代理业,G58,北京市西城区月坛北街26号恒华国际商务中心8层806室,北京市西城区月坛北街26号恒华国际商务中心8层806室,100045,聂慧峰,010-88998888,010-68066006,niehuifeng@jyinternational.com.cn,,91110102777084506K,116.3457448,39.91829443,,嘉友国际物流股份有限公司,韩景华,2005/6/22 0:00,,60000000,www.jyinternational.com.cn
10138281,2.01004E+11,603877,太平鸟,2017/12/31,纺织服装、服饰业,C18,浙江省宁波市海曙环城西路南段826号,浙江省宁波市海曙环城西路南段826号,315012,徐彦迪,0574-56706588,0574-56225671,board@peacebird.com,,91330200730186169P,121.5236866,29.84956682,,宁波太平鸟时尚服饰股份有限公司,张江平,2001/9/10 0:00,,480932400,www.peacebird.com
10133338,2.01004E+11,603878,武进不锈,2017/12/31,黑色金属冶炼及压延加工业,C31,江苏省常州市天宁区郑陆镇武澄西路1号,江苏省常州市天宁区郑陆镇武澄西路1号,213111,刘一鸣,0519-88737341,0519-88737341,wjbxgf@wjss.com.cn,黄薇,9.13204E+17,120.0900589,31.78734525,,江苏武进不锈股份有限公司,朱国良,2001/3/30 0:00,,202000000,www.wjss.com.cn
10147135,2.01004E+11,603879,永悦科技,2017/12/31,化学原料及化学制品制造业,C26,福建省泉州市惠安县泉惠石化园区,福建省泉州市惠安县泉惠石化园区,362103,朱水宝,0595-87259025,0595-87269725,zsb@fjyykj.com,程燕蓉,91350500583130113U,118.8781598,25.04469645,,永悦科技股份有限公司,傅文昌,2011/10/10 0:00,,144000000,www.fjyykj.com
10172138,2.01004E+11,603880,南卫股份,2017/12/31,医药制造业,C27,江苏省常州市武进经济开发区果香路1号,江苏省常州市武进经济开发区果香路1号,213149,李菲,0519-86361837,0519-86363601,info@nanfangmedical.com,张雨萌,91320400250815683R,119.850324,31.71510003,,江苏南方卫材医药股份有限公司,李平,1990/7/4 0:00,,100000000,www.nfmedical.com
10139354,2.01004E+11,603881,数据港,2017/12/31,互联网和相关服务,I64,上海市静安区江场三路166号,上海市静安区江场三路166号,200436,林丽霞,021-31762188,021-66316293,ir@athub.com,张晔侃,91310000697241508E,121.4361106,31.293537,,上海数据港股份有限公司,罗岚,2009/11/18 0:00,,210586508,www.athub.com
10368436,2.01004E+11,603882,金域医学,2017/12/31,卫生,Q83,广东省广州市国际生物岛螺旋三路10号,广东省广州市国际生物岛螺旋三路10号,510030,郝必喜,020-29196326,020-28078333,sid@kingmed.com.cn,肖东琪,9144010178891443XK,113.3719312,23.06072816,,广州金域医学检验集团股份有限公司,梁耀铭,2006/5/26 0:00,,457884577,www.kingmed.com.cn
10102563,2.01004E+11,603883,老百姓,2017/12/31,零售业,F52,湖南省长沙市开福区湘雅路288号,湖南省长沙市经济技术开发区(星沙)开元西路一号,410100,张钰,0731-84035189,0731-84035196,ir@lbxdrugs.com,田荔,91430000782853875C,113.0683774,28.24598489,CNE1000023Q8,老百姓大药房连锁股份有限公司,谢子龙,2005/12/1 0:00,,284945266,www.lbxdrugs.com
10102463,2.01004E+11,603885,吉祥航空,2017/12/31,航空运输业,G56,上海市自由贸易试验区康桥东路8号,上海市闵行区虹翔三路80号,200336,徐骏民,021-22388581,021-22388000,ir@juneyaoair.com,王晰,9.131E+17,121.3288438,31.18574849,CNE100001ZY0,上海吉祥航空股份有限公司,王均金,2006/3/23 0:00,,1797013477,www.juneyaoair.com
10133666,2.01004E+11,603886,元祖股份,2017/12/31,食品制造业,C14,上海市青浦区赵巷镇嘉松中路6088号,上海市青浦区赵巷镇嘉松中路6088号,201703,沈慧,021-59755678,021-59755155,gansoinfo@ganso.net,沈慧,9.131E+17,121.2270461,31.14961462,,上海元祖梦果子股份有限公司,张秀琬,2002/8/20 0:00,,240000000,www.ganso.com.cn
10122578,2.01004E+11,603887,城地股份,2017/12/31,土木工程建筑业,E48,上海市嘉定区恒永路518弄1号B区502-1,上海市同普路299弄浙铁绿城长风企业中心3号3层,200062,陈伟民,021-52806755,021-52373433,shchengdi@163.com,鲍鸣,91310000630805719K,121.390949,31.22680631,,上海城地建设股份有限公司,谢晓东,1997/4/26 0:00,,103000000,www.shcd.cc
10109088,2.01004E+11,603888,新华网,2017/12/31,互联网和相关服务,I64,北京市大兴区北兴路(东段)2号院12号楼1-5层101,北京市西城区宣武门西大街129号金隅大厦,100031,杨庆兵,010-88050888,010-88050888,xxpl@xinhuanet.com,宋波,91110000710927126K,116.3429298,39.78073694,,新华网股份有限公司,田舒斌,2000/7/4 0:00,,519029360,www.xinhuanet.com;www.news.cn
10132697,2.01004E+11,603889,新澳股份,2017/12/31,纺织业,C17,浙江省桐乡市崇福镇观庄桥,浙江省桐乡市崇福镇观庄桥,314511,李新学,0573-88226060,0573-88455838,lxx@xinaotex.com,郁晓璐,91330000146884443G,120.4154246,30.53977174,CNE100001TT3,浙江新澳纺织股份有限公司,沈建华,1995/9/8 0:00,,393651068,www.xinaotex.com
10405672,2.01004E+11,603890,春秋电子,2017/12/31,计算机、通信和其他电子设备制造业,C39,江苏省昆山市张浦镇江丰路278号2号房,江苏省昆山市张浦镇江丰路278号2号房,215321,张振杰,0512-82603998-8168,0512-57293992,zhangzj@chunqiu-group.com,吕璐,9.13205E+17,120.9441755,31.3026648,,苏州春秋电子科技股份有限公司,薛革文,2011/8/23 0:00,,137000000,www.szchunqiu.com
10384161,2.01004E+11,603895,天永智能,2017/12/31,专用设备制造业,C35,上海市嘉定区外冈镇汇宝路555号3幢2层A区,上海市嘉定区外冈镇汇贤路500号,201806,吕爱华,021-50675528,021-50675578,lvaihua@ty-industries.com,费振俊,9.131E+17,121.1685228,31.38417488,,上海天永智能装备股份有限公司,荣俊林,1996/7/12 0:00,,57900000,www.ty-industries.com
10145434,2.01004E+11,603896,寿仙谷,2017/12/31,医药制造业,C27,浙江省金华市武义县壶山街道商城路10号,浙江省金华市武义县黄龙三路12号,321200,刘国芳,0579-87622285,0579-87621769,liuguofang@sxgoo.com,翁华强,91330700147493495C,119.8155547,28.90000498,,浙江寿仙谷医药股份有限公司,李明焱,1997/3/3 0:00,,139800000,www.sxg1909.com
10102511,2.01004E+11,603898,好莱客,2017/12/31,家具制造业,C21,广东省广州市经济技术开发区东区连云路8号,广东省广州市天河区科韵路20号三层,510665,邓涛,020-89311886,020-89311899,ir@holike.com,甘国强,9.14401E+17,113.3738678,23.1240194,CNE100001V86,广州好莱客创意家居股份有限公司,沈汉标,2007/4/9 0:00,,318118286,www.holike.com
10102665,2.01004E+11,603899,晨光文具,2017/12/31,文教、工美、体育和娱乐用品制造业,C24,上海市奉贤区金钱公路3469号3号楼,上海市松江区研展路455号汉桥文化科技园C栋,201516,全强,021-57475621,021-57475621,ir@mg-pen.com,白凯,91310000677833266F,121.5136388,30.91472781,CNE100001V60,上海晨光文具股份有限公司,陈湖文,2008/7/18 0:00,,920000000,www.mg-pen.com
10132918,2.01004E+11,603900,莱绅通灵,2017/12/31,零售业,F52,江苏省南京市雨花台区花神大道19号,江苏省南京市雨花台区花神大道19号,210012,蒋悦,025-52486808,025-52486778,tesiro-dm@tesiro.com,安松威,9.13201E+17,118.774992,31.9747623,,莱绅通灵珠宝股份有限公司,沈东军,1999/11/22 0:00,,340473840,www.tesiro.com;www.leysen1855.com
10102371,2.01004E+11,603901,永创智能,2017/12/31,专用设备制造业,C35,浙江省杭州市西湖三墩镇西园九路1号,浙江省杭州市西湖三墩镇西园九路1号,310030,张彩芹,0571-28057366,0571-28028609,IR@youngsunpack.com,耿建,91330000744143864U,120.06474,30.31765675,CNE1000022W8,杭州永创智能设备股份有限公司,罗邦毅,2002/11/7 0:00,,400000000,www.youngsunpack.com
10145437,2.01004E+11,603903,中持股份,2017/12/31,生态保护和环境治理业,N77,北京市海淀区西小口路66号D区2号楼四层402室,北京市海淀区西小口路66号D区2号楼四层,100192,张翼飞,010-82800999,010-82800399,investor@zchb-water.net,姜亚林,9.11101E+17,116.3568054,40.04450951,,中持水务股份有限公司,许国栋,2009/12/31 0:00,,103336000,www.zchb-water.net
10146255,2.01004E+11,603906,龙蟠科技,2017/12/31,化学原料及化学制品制造业,C26,江苏省南京市经济技术开发区恒通大道6号,江苏省南京市经济技术开发区恒通大道6号,210038,张羿,025-85803310,025-85804898,lpkj@lopal.cn,耿燕青,9.13202E+17,118.8559033,32.1440037,,江苏龙蟠科技股份有限公司,石俊峰,2003/3/11 0:00,,208000000,www.lopal.com.cn
10140669,2.01004E+11,603908,牧高笛,2017/12/31,纺织服装、服饰业,C18,浙江省衢州市世纪大道895号1幢,浙江省宁波市江东北路475号和丰创意广场意庭楼14楼,315000,童文丽,0574-27718107,0574-87679566,ir@mobigarden.com.cn,叶洋,91330800795551737R,118.9126577,28.93927467,,牧高笛户外用品股份有限公司,陆暾华,2006/10/31 0:00,,66690000,www.mobigarden.com.cn
10108857,2.01004E+11,603909,合诚股份,2017/12/31,专业技术服务业,M74,福建省厦门市湖里区枋钟路2368号1101-1104单元,福建省厦门市湖里区枋钟路2368号1101-1104单元,361009,高玮琳,0592-2932989,0592-2932984,hczx@holsin.cn,王庆祝,91350200260149960M,118.1539177,24.53668035,CNE100002862,合诚工程咨询集团股份有限公司,黄和宾,1995/10/11 0:00,,100000000,www.holsin.cn
